;Unnamed: 0;ID;Datetime;Text;Username;clean_tweet
5747;5747;1,57171E+18;2022-09-19 03:38:23+00:00;"@supriyantoezra @Aryprasetyo85 @RobbyHaneur Semakin berkualitas &amp; populer seseorg di mata rakyat, semakin lawan gak  suka &amp; menjelek2kan (contoh: Ahok, Jokowi &amp; Ganjar). Sebaliknya, semakin gak berkualitas seseorg di mata publik, justru lawan politik mengelu2kan dan mendukung agar diusung dalam pilpres.";Yani03495310;supriyantoezra aryprasetyo85 robbyhaneur makin kualitas populer seseorg mata rakyat makin lawan gak suka menjelek2kan contoh ahok jokowi ganjar balik makin gak kualitas seseorg mata publik justru lawan politik mengelu2kan dukung usung pilpres
5748;5748;1,5717E+18;2022-09-19 03:25:25+00:00;"@RAMujiyono Setiap Masuk Pilpres  para penyamun saling menyebar seakan2 bagian dari Rakyat,  padahal Elite Politik itu sdg menebar jala perangkap  untuk memangsa Rakyatnya sendiri.

Msh Ingat dg Kelakuan JK &amp; SBY &amp; SP ? Sama blekedes ..!!";HalimTeuku;ramujiyono masuk pilpres samun saling sebar seakan2 bagi rakyat padahal elite politik sdg tebar jala perangkap mangsa rakyat sendiri msh ingat laku sby siapa sama blekedes
5750;5750;1,57169E+18;2022-09-19 02:49:21+00:00;Gubernur DKI Jakarta Anies Baswedan tak menampik adanya bahasan Pilpres 2024 ketika bertemu dengan tiga pimpinan partai politik kemarin. #TempoMetro https://t.co/ymF4M9x5ie;tempodotco;gubernur dki jakarta anies baswedan tampik ada bahas pilpres 2024 temu tiga pimpin partai politik kemarin tempometro
5751;5751;1,57169E+18;2022-09-19 02:36:30+00:00;"""Hingga pilpres 2019, hoaks tetap dianggap efektif untuk digunakan dalam berbagai kontestasi, baik kontestasi politik di berbagai level maupun kontestasi ideologi"", tandasnya.";karanganyarkab;hingga pilpres 2019 hoaks tetap anggap efektif guna bagai kontestasi baik kontestasi politik bagai level maupun kontestasi ideologi tandas
5752;5752;1,57169E+18;2022-09-19 02:36:20+00:00;Dirinya mengajak kepada seluruh peserta workshop untuk waspada, apalagi sebentar lagi memasuki ajang perpolitikan Pemilu 2024. Sejak Pilpres 2014, hoak digunakan sebagai sebuah senjata pemenangan kompetisi politik.;karanganyarkab;diri ajak seluruh serta workshop waspada sebentar pasuk ajang politik milu 2024 sejak pilpres 2014 hoak guna buah senjata menang kompetisi politik
5753;5753;1,57169E+18;2022-09-19 02:31:55+00:00;"Pilpres itu menggairahkan. 
Semua mengelus jago. 
Berbagai manuver dilakukan tuk menaikkan nilai jual sekaligus mematikan langkah lawan.

Ada tekhnik politik identitas sebab bisanya hanya itu. Dan ada yg memakai politik Buinneka Tunggal Ika

Apapun itu Tetaplah jadi Indonesia ????";BANGSAygSUJUD;pilpres gairah semua elus jago bagai manuver laku tuk naik nilai jual sekaligus mati langkah lawan tekhnik politik identitas bisa pakai politik buinneka tunggal ika apa tetap indonesia
5755;5755;1,57168E+18;2022-09-19 02:06:58+00:00;"Kita sudah berpengalaman dalam Pilpres 2014 dan 2019  dengan hanya 2 pasangan calon. Jumlah pasangan calon tidak ada hubungannya dengan kecurangan ataupun ketidakadilan. Itu hanyalah pilihan partai2 politik yang ""direstui"" oleh Konstitusi dan Undang2.";RustamIbrahim;alam pilpres 2014 2019 pasang calon jumlah pasang calon hubung curang atau ketidakadilan hanya pilih partai2 politik restu konstitusi undang2
5756;5756;1,57168E+18;2022-09-19 02:01:56+00:00;Klaim Maju Pilpres 2024, Anies Baswedan: Belum Ada Panggilan dari Partai Politik https://t.co/GTaC48UAaV;koma_id;klaim maju pilpres 2024 anies baswedan panggil partai politik
5757;5757;1,57168E+18;2022-09-19 01:58:30+00:00;"@RagilSemar Begitulah politik..
Tidak bisa dipungkiri, dengan adanya PT 20% 
Dan fakta bahwa pak Anies tidak punya parpol, maka secara tidak langsung utk maju dalam kontestasi pilpres 2024, pak Anies Baswedan membutuhkan SP/Nasdem";moslem_nkri;ragilsemar begitu politik dipungkiri ada fakta anies punya parpol langsung maju kontestasi pilpres 2024 anies baswedan butuh siapa nasdem
5758;5758;1,57168E+18;2022-09-19 01:44:58+00:00;"Ini kah pemain Pilkada dki dengan politik Identitasnya?
Jangan berhalusinasi di Pilpres tingkat Nasional bisa seperti pilgub dki yang sarat dengan Politik Identitas.

Mimpi lu Drun! https://t.co/jVUgBAQZA5";angedespoir5;main pilkada dki politik identitas halusinasi pilpres tingkat nasional pilgub dki sarat politik identitas mimpi drun
5759;5759;1,57167E+18;2022-09-19 01:00:03+00:00;"Pernyataan Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) yang akan turun gunung menghadapi Pilpres 2024 memantik reaksi dari elite partai politik. Salah satunya dari elite PDI Perjuangan.
https://t.co/vI5XoQGsEU
__
#vivacoid #sby #pilpres #politik #2024 https://t.co/oTkq9xhu1I";VIVAcoid;nyata ketua majelis tinggi partai demokrat susilo bambang yudhoyono sby turun gunung hadap pilpres 2024 mantik reaksi elite partai politik salah satu elite pdi juang vivacoid sby pilpres politik 2024
5760;5760;1,57166E+18;2022-09-19 00:25:03+00:00;Anies Baswedan Bicara Siap Tarung Pilpres 2024, Belum Ada Panggilan Partai Politik https://t.co/5HP4ZmY15S #TempoMetro;tempodotco;anies baswedan bicara siap tarung pilpres 2024 panggil partai politik tempometro
5761;5761;1,57164E+18;2022-09-18 23:00:08+00:00;Kendati begitu, Anies sadar betul belum punya sekoci buat melenggang ke panggung pilpres lantaran bukan kader partai politik mana pun. https://t.co/aisE05s6Ei;kompascom;kendati anies sadar betul punya sekoci buat lenggang panggung pilpres lantar kader partai politik mana
5762;5762;1,57163E+18;2022-09-18 22:54:58+00:00;"@hendraagueezer2 @aniesmania @AniesAHY @aniesjateng @RelawanAnies24 @aniesfor2024 @AndiSinulingga @marlina_idha @fktmb @PutraWadapi2 @JarnasABW @bos_sir Pilpres bukan Pilkada Jkt....
Bapak Politik Identitas ngga laku, cukup Jakarta aja
Mbok melek, prabowo aja kalah 2x pilpres ??????";aripramudyo;hendraagueezer2 aniesmania aniesahy aniesjateng relawananies24 aniesfor2024 andisinulingga marlina idha fktmb putrawadapi2 jarnasabw bos sir pilpres pilkada jkt bapak politik identitas ngga laku cukup jakarta mbok melek prabowo kalah pilpres
5763;5763;1,57163E+18;2022-09-18 22:40:42+00:00;"Bisa tidaknya Demokrat mencalonkan AHY dalam pilpres jangan dijadikan indikator sebagaimana tuduhan adanya skenario Pemerintahan Jokowi untuk berbuat jahat dalam Pemilu
#HalaMadridYNadaMas 
#pemilu2024
#Politik  Besok Senin https://t.co/PRhTRwlClr";teropongfakta;tidak demokrat calon ahy pilpres jadi indikator bagaimana tuduh ada skenario perintah jokowi buat jahat milu halamadridynadamas pemilu2024 politik besok senin
5764;5764;1,57155E+18;2022-09-18 17:41:01+00:00;JAKARTA, Kompas Sulawesi - Ketika Ganjar Pranowo bermanuver dikenai teguran namun Ketua DPP PDIP Puan Maharani bebas bersafari politik ke sejumlah partai sebagai kandidiat di Pilpres 2024 https://t.co/PdfkuZN0hm;KompasSulawesi;jakarta kompas sulawesi ganjar pranowo manuver kena tegur ketua dpp pdip puan maharani bebas safar politik jumlah partai kandidiat pilpres 2024
5765;5765;1,57155E+18;2022-09-18 17:27:03+00:00;"#DiskusiInteraktif: Bagaimana sebaiknya menanggapi sinyalemen SBY terkait pengaturan pasangan Pilpres pada Pemilu 2024? 

TALK: Pengamat Politik Independen Jusuf Suroso 

https://t.co/TiuTKwH9L1 https://t.co/IIaDRleh4Z";RadioElshinta;diskusiinteraktif bagaimana baik tanggap sinyalemen sby kait atur pasang pilpres milu 2024 talk amat politik independen jusuf suroso
5766;5766;1,57154E+18;2022-09-18 16:29:17+00:00;"Bagaimana sebaiknya sikap publik dalam menanggapi sinyalemen SBY tentang pengaturan pasangan Pilpres pada Pemilu 2024? 

TALK: Direktur Emrus Corner/pakar komunikasi politik UPH, Dr Emrus Sihombing 

https://t.co/TiuTKwH9L1 https://t.co/RHGKmf1gy6";RadioElshinta;bagaimana baik sikap publik tanggap sinyalemen sby atur pasang pilpres milu 2024 talk direktur emrus corner pakar komunikasi politik uph emrus sihombing
5767;5767;1,57152E+18;2022-09-18 15:07:34+00:00;Puan Maharani memimpin safari politik PDIP ke sejumlah partai. Sinyal bahwa Puan akan diusung menjadi calon presiden pada Pilpres 2024 pun semakin menguat. https://t.co/lfVo3kVxWc;nuyuy_yups;puan maharani pimpin safari politik pdip jumlah partai sinyal puan usung jadi calon presiden pilpres 2024 makin kuat
5769;5769;1,57151E+18;2022-09-18 14:49:52+00:00;@Yusrilihza_Mhd Membahas atau diskusi stratigi politik Indonesia untuk kedepan terutama menghadapin pilpres 24.dan meredakan konplik demonstran juga mengatasi pemicu kerusuhan hingga kekacauan seluruh Indonesia..;topixagay;yusrilihza mhd bahas diskusi stratigi politik indonesia depan utama menghadapin pilpres reda konplik demonstran atas picu rusuh hingga kacau seluruh indonesia
5770;5770;1,57149E+18;2022-09-18 13:42:34+00:00;Dalam rangka merayakan ultah Partai Demokrat dan menyambut Pilpres 2024 mendatang, AHY bakalan menyampaikan pidato politik dihadapan peserta Rapimnas Partai  #RapimnasDemokrat;B3Y31;rangka raya ultah partai demokrat sambut pilpres 2024 datang ahy bakal sampai pidato politik hadap serta rapimnas partai rapimnasdemokrat
5771;5771;1,57148E+18;2022-09-18 12:57:22+00:00;"Politik Pilpres memanas! Kombatan ajak rakyat jangan terprovokasi isu-isu “kacaukan” Pemerintahan Jokowi

https://t.co/kqoNwfjyPE

#ormasnasionaliskombatan #pilres2024 #pemilu2024 #presidenjokowi #Lensaindonesiacom";lensaindonesia;politik pilpres panas kombat ajak rakyat provokasi isu isu kacau perintah jokowi ormasnasionaliskombatan pilres2024 pemilu2024 presidenjokowi lensaindonesiacom
5772;5772;1,57147E+18;2022-09-18 12:01:04+00:00;Membaca Peluang Duet Anies-AHY untuk Pilpres 2024, Dinilai Bakal Punya ‘Mesin Politik’ yang Kuat https://t.co/H5A5wiWQxR;TRENdotNEWS;baca peluang duet anies ahy pilpres 2024 nilai bakal punya mesin politik kuat
5773;5773;1,57146E+18;2022-09-18 11:37:01+00:00;@Cintada16 Karier politik ahay masih panjang, nanti ikut pilpres ke 2024 saja..;SautSitinjak4;cintada16 karier politik ahay panjang ikut pilpres 2024
5774;5774;1,57146E+18;2022-09-18 11:28:23+00:00;Dan perlu diingat waktu itu pilpres dilakukan hanya beberapa bulan setelah pileg.  % itu adalah refleksi dari pilihan politik yang masih sangat baharu recent. Beda dengan nanti 2024 yg didasarkan pileg 2019. 5 tahun sebelumnya. Jadi ngga adilnya ada dalam faktor representasi.;awemany;perlu ingat waktu pilpres laku beberapa bulan pileg refleksi pilih politik sangat baharu recent beda 2024 dasar pileg 2019 tahun belum ngga adil faktor representasi
5775;5775;1,57146E+18;2022-09-18 11:08:46+00:00;"AHY Masalah Utamanya 

PT 20 persen yang sebelumnya gagal menjegal SBY, kini menjadi momok yang akan menggagalkan AHY untuk ikut pilpres dua kali beruntun. Dalam hitungan politik saya, Demokrat harus ikut konstentasi Pilpres 2024 kalau tidak mau tertendang dari Senayan.";Paltiwest;ahy masalah utama persen belum gagal jegal sby kini jadi momok gagal ahy ikut pilpres kali untun hitung politik demokrat ikut konstentasi pilpres 2024 kalau tendang senayan
5776;5776;1,57144E+18;2022-09-18 09:47:36+00:00;"Politik curhat, playing victim pola kalian sudah kuno, dan terbaca

Semua calon punya kans maju atau gagal maju saat pilpres 2024, maka pintar2lah berpolitik agar calon kalian bisa maju, kalau ga bisa yo jangan baper https://t.co/BvAFkA2mpx";K0MENTAT0R;politik curhat playing victim pola kalian kuno baca semua calon punya kans maju gagal maju pilpres 2024 pintar2lah politik calon kalian maju kalau baper
5777;5777;1,57143E+18;2022-09-18 09:44:09+00:00;"Wakil Ketua Umum (Waketum) DPP Partai Amanat Nasional (PAN), Viva Yoga Mauladi menyayangkan pernyataan Ketua Majelis Tinggi Partai Demokrat (PD), Susilo Bambang Yudhoyono (SBY) yang seolah menebar teror politik dan gerakan penjegalan pada Pilpres 2024.

https://t.co/3EjSKP4zP9";inilahdotcom;wakil ketua umum waketum dpp partai amanat nasional pan viva yoga mauladi sayang nyata ketua majelis tinggi partai demokrat susilo bambang yudhoyono sby tebar teror politik gera jegal pilpres 2024
5778;5778;1,57143E+18;2022-09-18 09:35:47+00:00;Bang, rasio utang terhadap APBN kita masih dalam batas yg  diizinkan, kalau lewat dri batas itu presiden bisa dimakzulkan btw, bukannya itu yg abang mau sama grombolan abang? Soalnya kalau ikut pilpres jagoannya kalah mulu, udah pakai politik identitas pun msh kalah ???? https://t.co/WInYzhSGoI;SilentM00524125;bang rasio utang apbn batas izin kalau lewat dri batas presiden makzul btw bukan abang sama grombolan abang soal kalau ikut pilpres jago kalah mulu udah pakai politik identitas msh kalah
5779;5779;1,57143E+18;2022-09-18 09:32:53+00:00;Tanda2 pilpres sdh dekat, bnyk org yg berasal dari kafirun trs mendadak mnjdi kadrun dg menggunakan politik identitas. https://t.co/xUbphIpT4r;BukanSambo;tanda2 pilpres sdh dekat banyak orang asal kafirun trs dadak mnjdi kadrun guna politik identitas
5780;5780;1,57143E+18;2022-09-18 09:28:39+00:00;"PT 20% masih memungkinkan 4 pasangan calon Presiden Wakil Presiden pada PILPRES 2024.

Silakan tentukan pilihan terbaik menurut anda. https://t.co/FGL1RFy8ma";rianggembiralah;mungkin pasang calon presiden wakil presiden pilpres 2024 sila tentu pilih baik
5781;5781;1,57142E+18;2022-09-18 09:01:10+00:00;Anies Baswedan (@aniesbaswedan) buka suara soal kemungkinan nyapres pada Pilpres 2024. Ia mengatakan, keputusan untuk melaju ke bursa Pemilihan Presiden 2024 berada di tangan partai politik, bukan kebijakan perorangan. #TopNews https://t.co/MfeeQ23HoJ https://t.co/dCxoLAoDXo;kumparan;anies baswedan aniesbaswedan buka suara soal mungkin nyapres pilpres 2024 kata putus laju bursa pilih presiden 2024 ada tangan partai politik bijak orang topnews
5782;5782;1,57142E+18;2022-09-18 08:41:18+00:00;"Oh Pak Mantan mau ""turun gunung"" to ??

Silahkan Pak, demokrasi mengajarkan kita semua WN untuk menentukan sikap politik kita.

Dlm Pilpres 2024,
Andaikan PD tidak dpt mitra koalisi dlm mengusung Capres / Cawapres, apakah telah terjadi ketidakadilan dlm kontestasi politik ?? https://t.co/HDFwc7OBlR";mistya80810644;mantan turun gunung silah demokrasi ajar semua tentu sikap politik pilpres 2024 andai mitra koalisi usung capres cawapres jadi ketidakadilan kontestasi politik
5783;5783;1,57142E+18;2022-09-18 08:29:47+00:00;@djohari_bayu @pr4m_w @MrsRachelIn Sabar bi babi. Politik itu siang bisa menjadi mlm. Masih jauh pilpres. Hahah klihatan tolol nya km .?????? https://t.co/mmwFJ83eiy;suroomenggolo;djohari bayu pr4m w mrsrachelin sabar babi politik siang jadi mlm jauh pilpres hahah klihatan tolol
5784;5784;1,57141E+18;2022-09-18 08:23:52+00:00;"Ini mungkin bagian kecil dampak Pilpres yang cuman 2 calon aja. Nah, kalo di Pilpres ini benar kata om SBY Parpol cuman siapin 2 calon lagi, entah gimana lagi mereka2 itu.

Tapi yang namanya politik, pasrti hitungannya beda lah ya. Kali ??";jeEliazer;mungkin bagi kecil dampak pilpres cuman calon nah kalo pilpres benar kata sby parpol cuman siapin calon entah gimana mereka2 nama politik pasrti hitung beda lah kali
5785;5785;1,57141E+18;2022-09-18 08:18:44+00:00;@aniesbaswedan Kudu hati2 pak Anis bisa jadi Jakarta banjir pemecatan biar bisa rolling pemerintahan di kubu mereka....politik pilpres udh di mulai.... https://t.co/vL1tOhrGGY;AuliaRa89377413;aniesbaswedan kudu hati2 anis jakarta banjir pecat biar rolling perintah kubu politik pilpres udah mulai
5786;5786;1,57141E+18;2022-09-18 08:14:37+00:00;Susilo Bambang Yudhoyono turun gunung dalam kontestasi politik gegara menduga ada upaya agar Pilpres 2024 nanti diatur hanya akan diikuti oleh dua pasangan capres-cawapres. https://t.co/s9PFBGlSw3;detikcom;susilo bambang yudhoyono turun gunung kontestasi politik gegara duga upaya pilpres 2024 atur ikut pasang capres cawapres
5787;5787;1,57141E+18;2022-09-18 07:57:49+00:00;"@marlina_idha Kalau ada yg framing politik identitas, jawab aja : Waktu Pilpres 2019 emang tujuan Wakilnya dipilih KH AM apa ?
Ga mungkin kan kalau bukan biar golongan nya pilih dia.
Sudah jadi, kemana dia ? Ga kedengeran aksinya...
Rugi kan, pemilihan biaya mahal2 kalau hasilnya silent..";AbukhaliefR;marlina idha kalau framing politik identitas jawab waktu pilpres 2019 emang tuju wakil pilih apa mungkin kan kalau biar golong pilih kedengeran aksi rugi kan pilih biaya mahal2 kalau hasil silent
5788;5788;1,5714E+18;2022-09-18 07:38:42+00:00;"Perangkap Politik Menjerat Anak Sendiri

Penyesalan dahulu pernah paksakan Ambang Batas PT 20%, sekarang menjerat Demokrat kesulitan ikutan Pilpres. https://t.co/MK4YxRxCTA";Azhar_k18;perangkap politik jerat anak sendiri sesal pernah paksa ambang batas sekarang jerat demokrat sulit ikut pilpres
5789;5789;1,5714E+18;2022-09-18 07:35:19+00:00;"Ortu macem ape ni, buang badan setelah nyeburin anak kedunia politik buang karir militer, skg nyalah2in orang, ribet lo!

Ketum Projo : 
""Jangan membodohi rakyat dengan menyatakan bahwa pilpres tidak demokratis jika diikuti dua pasangan Minggu (18/9/2022).
https://t.co/7gsk5IRk9J";SibaraniKarl;ortu macem ape buang badan nyeburin anak dunia politik buang karir militer skg nyalah2in orang ribet tum projo bodoh rakyat nyata pilpres demokratis ikut pasang minggu 2022
5790;5790;1,5714E+18;2022-09-18 07:34:10+00:00;SBY turun gunung dalam kontestasi politik gegara menduga ada upaya agar Pilpres 2024 nanti diatur hanya akan diikuti oleh dua pasangan capres-cawapres. Begini jawaban PDIP. https://t.co/VzXqSvjxbi;WinJGR;sby turun gunung kontestasi politik gegara duga upaya pilpres 2024 atur ikut pasang capres cawapres begini jawab pdip
5791;5791;1,5714E+18;2022-09-18 07:30:29+00:00;"@maspiyuaja Skenario PilPres yg paling simple begini mas:
1. KIB-PD : Sandi- AHY
2. Gerindra-PKB-PKS : Prabowo - RK
3. PDIP-Nasdem : Puan-Anies
Politik Nasdem sgt cair. Mas Sandi itu genius, peluang yg menurut org lumrah ga mungkin, sama mas Sandi bisa jd golden chance. Mas Anies itu humble";MarioDimitri7;maspiyuaja skenario pilpres paling simple begini mas kib sandi ahy gerindra pkb pks prabowo pdip nasdem puan anies politik nasdem sgt cair mas sandi genius peluang orang lumrah mungkin sama mas sandi golden chance mas anies humble
5794;5794;1,57139E+18;2022-09-18 06:51:35+00:00;"""Pilpres adalah pertarungan politik tertinggi di sebuah negara demokratis. Pesertanya hrs siap lahir, batin, diserang &amp; menyerang, Itulah perlunya konsolidasi &amp; tim sukses utk pemenangan.""
Tony Rosyid: Anies Segera Konsolidasi dan Bentuk Timses Nasional https://t.co/QJVBCXy3po";Simanjunta9Nico;pilpres tarung politik tinggi buah negara demokratis serta siap lahir batin serang serang perlu konsolidasi tim sukses menang tony rosyid anies segera konsolidasi bentuk timses nasional
